Район,Округ,Номер избирательного округа,Номер ТИК,Номер УИК,Количество избирателей,Примечание,Примечание
Приморский,муниципальный округ №65,190.0,12,1733,0,,44300
Приморский,муниципальный округ №65,190.0,12,1734,0,,44301
Приморский,муниципальный округ №65,193.0,12,1735,0,,44297
Приморский,муниципальный округ №65,190.0,12,1736,0,,43623
Приморский,муниципальный округ №65,190.0,12,1737,0,,44296
Приморский,муниципальный округ №65,190.0,12,1738,0,,44302
Приморский,муниципальный округ №65,195.0,12,1739,0,,44305
Приморский,муниципальный округ №65,190.0,12,1740,0,,44304
Приморский,муниципальный округ №65,190.0,12,1741,0,,44303
Приморский,муниципальный округ №65,195.0,12,1742,0,,44298
Приморский,муниципальный округ №65,195.0,12,1743,0,,44299
Приморский,муниципальный округ №65,195.0,12,1744,0,,44323
Приморский,муниципальный округ №65,195.0,12,1745,0,,44322
Приморский,муниципальный округ №65,191.0,12,1746,0,,44320
Приморский,муниципальный округ №65,195.0,12,1747,0,,44321
Приморский,муниципальный округ №65,195.0,12,1748,0,,44317
Приморский,муниципальный округ №65,195.0,12,1749,0,,44318
Приморский,муниципальный округ №65,195.0,12,1750,0,,44319
Приморский,муниципальный округ №65,195.0,12,1751,0,,44316
Приморский,муниципальный округ №65,192.0,12,1752,0,,44314
Приморский,муниципальный округ №65,192.0,12,1753,0,,43624
Приморский,муниципальный округ №65,192.0,12,1754,0,,44315
Приморский,муниципальный округ №65,192.0,12,1755,0,,54494
Приморский,муниципальный округ №65,192.0,12,1756,0,,44313
Приморский,муниципальный округ №65,192.0,12,1757,0,,43628
Приморский,муниципальный округ №65,192.0,12,1758,0,,44312
Приморский,муниципальный округ №65,191.0,12,1759,0,,52199
Приморский,муниципальный округ №65,191.0,12,1760,0,,44309
Приморский,муниципальный округ №65,191.0,12,1761,0,,44310
Приморский,муниципальный округ №65,191.0,12,1762,0,,44311
Приморский,муниципальный округ №65,192.0,12,1763,0,,54493
Приморский,муниципальный округ №65,191.0,12,1764,0,,44307
Приморский,муниципальный округ №65,191.0,12,1765,0,,44306
Приморский,муниципальный округ №65,191.0,12,1766,0,,44308
Приморский,муниципальный округ №65,192.0,12,1767,0,,54492
Приморский,муниципальный округ №65,193.0,12,1768,0,,44293
Приморский,муниципальный округ №65,193.0,12,1769,0,,44291
Приморский,муниципальный округ №65,194.0,12,1770,0,,44292
Приморский,муниципальный округ №65,193.0,12,1771,0,,44290
Приморский,муниципальный округ №65,193.0,12,1772,0,,44288
Приморский,муниципальный округ №65,193.0,12,1773,0,,44289
Приморский,муниципальный округ №65,194.0,12,1774,0,,43633
Приморский,муниципальный округ №65,193.0,12,1775,0,,44285
Приморский,муниципальный округ №65,193.0,12,1776,0,,44266
Приморский,муниципальный округ №65,193.0,12,1777,0,,44287
Приморский,муниципальный округ №65,193.0,12,1778,0,,44286
Приморский,муниципальный округ №65,194.0,12,1779,0,,44260
Приморский,муниципальный округ №65,194.0,12,1780,0,,44261
Приморский,муниципальный округ №65,194.0,12,1781,0,,44259
Приморский,муниципальный округ №65,194.0,12,1782,0,,44263
Приморский,муниципальный округ №65,194.0,12,1783,0,,44258
Приморский,муниципальный округ №65,194.0,12,1784,0,,43630
Приморский,муниципальный округ №65,194.0,12,1785,0,,44262
Приморский,муниципальный округ №65,194.0,12,1786,0,,44264
Приморский,муниципальный округ №65,191.0,12,1787,0,,44265
Приморский,муниципальный округ Коломна,191.0,12,1788,0,новый 2021,54908
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1867,0,,43771
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1868,0,,43772
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1869,0,,43773
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1870,0,,43774
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1871,0,,43775
Приморский,муниципальный округ Комендантский аэродром,198.0,28,1872,0,,43784
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1873,0,,43783
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1874,0,,43782
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1875,0,,43781
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1876,0,,43778
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1877,0,,43779
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1878,0,,43785
Приморский,муниципальный округ Комендантский аэродром,199.0,28,1879,0,,43786
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1880,0,,43787
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1881,0,,43788
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1882,0,,43791
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1883,0,,43792
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1884,0,,43790
Приморский,муниципальный округ Комендантский аэродром,200.0,28,1885,0,,43789
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1886,0,,43797
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1887,0,,43796
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1888,0,,43800
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1889,0,,43820
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1890,0,,43799
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1891,0,,43794
Приморский,муниципальный округ Комендантский аэродром,201.0,28,1892,0,,43798
Приморский,муниципальный округ Коломяги,206.0,56,1927,0,,43894
Приморский,муниципальный округ Коломяги,208.0,56,1928,0,,43943
Приморский,муниципальный округ Коломяги,208.0,56,1929,0,,43941
Приморский,муниципальный округ Коломяги,206.0,56,1930,0,,43897
Приморский,муниципальный округ Коломяги,206.0,56,1931,0,,43923
Приморский,муниципальный округ Коломяги,206.0,56,1932,0,,43924
Приморский,муниципальный округ Коломяги,207.0,56,1933,0,,43925
Приморский,муниципальный округ Коломяги,208.0,56,1934,0,,43936
Приморский,муниципальный округ Коломяги,207.0,56,1935,0,,43927
Приморский,муниципальный округ Коломяги,207.0,56,1936,0,,43928
Приморский,муниципальный округ Коломяги,207.0,56,1937,0,,43931
Приморский,муниципальный округ Коломяги,208.0,56,1938,0,,43935
Приморский,муниципальный округ Коломяги,207.0,56,1939,0,,43934
Приморский,муниципальный округ Коломяги,207.0,56,1940,0,,43933
Приморский,муниципальный округ Коломяги,206.0,56,1941,0,,43895
Приморский,муниципальный округ Коломяги,209.0,56,1942,0,,43942
Приморский,муниципальный округ Коломяги,209.0,56,1943,0,,52310
Приморский,муниципальный округ Коломяги,209.0,56,1944,0,,54495
Приморский,муниципальный округ Коломна,209.0,56,1945,0,новый 2018,54682
Приморский,муниципальный округ Коломна,208.0,56,1946,0,новый 2019,54734
Приморский,муниципальный округ Коломна,208.0,56,2395,0,новый 2021,54851
Приморский,муниципальный округ Коломна,209.0,56,2396,0,новый 2021,54853
Приморский,муниципальный округ Коломна,208.0,56,2397,0,новый 2021,54852
Приморский,муниципальный округ Коломна,208.0,56,2398,0,новый 2021,54910
Приморский,муниципальный округ Лахта - Ольгино,641.0,57,1724,0,,43620
Приморский,муниципальный округ Лахта - Ольгино,642.0,57,1725,0,,43619
Приморский,муниципальный округ Лахта - Ольгино,642.0,57,1726,0,,54496
Приморский,муниципальный округ Лахта - Ольгино,642.0,57,1727,0,новый 2019,54731
Приморский,поселок Лисий Нос,3.0,57,1729,0,,43770
Приморский,поселок Лисий Нос,4.0,57,1730,0,,43769
Приморский,муниципальный округ Юнтолово,691.0,57,1893,0,,43851
Приморский,муниципальный округ Юнтолово,691.0,57,1894,0,,43850
Приморский,муниципальный округ Юнтолово,691.0,57,1895,0,,43852
Приморский,муниципальный округ Юнтолово,691.0,57,1896,0,,43889
Приморский,муниципальный округ Юнтолово,691.0,57,1897,0,,43890
Приморский,муниципальный округ Юнтолово,692.0,57,1898,0,,43861
Приморский,муниципальный округ Юнтолово,692.0,57,1899,0,,43857
Приморский,муниципальный округ Юнтолово,692.0,57,1900,0,,43860
Приморский,муниципальный округ Юнтолово,692.0,57,1901,0,,43859
Приморский,муниципальный округ Юнтолово,691.0,57,1902,0,,43855
Приморский,муниципальный округ Юнтолово,691.0,57,1903,0,,43856
Приморский,муниципальный округ Юнтолово,692.0,57,1904,0,,43849
Приморский,муниципальный округ Юнтолово,693.0,57,1905,0,,43835
Приморский,муниципальный округ Юнтолово,693.0,57,1906,0,,43830
Приморский,муниципальный округ Юнтолово,693.0,57,1907,0,,43834
Приморский,муниципальный округ Юнтолово,692.0,57,1908,0,,43836
Приморский,муниципальный округ Юнтолово,693.0,57,1909,0,,43837
Приморский,муниципальный округ Юнтолово,694.0,57,1910,0,,43823
Приморский,муниципальный округ Юнтолово,694.0,57,1911,0,,43822
Приморский,муниципальный округ Юнтолово,694.0,57,1912,0,,43824
Приморский,муниципальный округ Юнтолово,693.0,57,1913,0,,43839
Приморский,муниципальный округ Юнтолово,693.0,57,1914,0,,43838
Приморский,муниципальный округ Юнтолово,694.0,57,1915,0,,43825
Приморский,муниципальный округ Юнтолово,694.0,57,1916,0,,43827
Приморский,муниципальный округ Юнтолово,694.0,57,1917,0,,43826
Приморский,муниципальный округ Юнтолово,695.0,57,1918,0,,43844
Приморский,муниципальный округ Юнтолово,695.0,57,1919,0,,43842
Приморский,муниципальный округ Юнтолово,695.0,57,1920,0,,43845
Приморский,муниципальный округ Юнтолово,692.0,57,1921,0,,43840
Приморский,муниципальный округ Юнтолово,695.0,57,1922,0,,43843
Приморский,муниципальный округ Юнтолово,695.0,57,1923,0,,43847
Приморский,муниципальный округ Юнтолово,695.0,57,1924,0,,43846
Приморский,муниципальный округ Коломна,691.0,57,1925,0,новый 2021,54854
Приморский,муниципальный округ Озеро Долгое,202.0,58,1812,0,,43758
Приморский,муниципальный округ Озеро Долгое,202.0,58,1813,0,,43757
Приморский,муниципальный округ Озеро Долгое,202.0,58,1814,0,,43756
Приморский,муниципальный округ Озеро Долгое,202.0,58,1815,0,,43759
Приморский,муниципальный округ Озеро Долгое,202.0,58,1816,0,,43760
Приморский,муниципальный округ Озеро Долгое,205.0,58,1817,0,,43751
Приморский,муниципальный округ Озеро Долгое,202.0,58,1818,0,,43753
Приморский,муниципальный округ Озеро Долгое,202.0,58,1819,0,,43752
Приморский,муниципальный округ Озеро Долгое,205.0,58,1820,0,,43750
Приморский,муниципальный округ Озеро Долгое,202.0,58,1821,0,,43754
Приморский,муниципальный округ Озеро Долгое,205.0,58,1822,0,,43761
Приморский,муниципальный округ Озеро Долгое,205.0,58,1823,0,,43762
Приморский,муниципальный округ Озеро Долгое,203.0,58,1824,0,,43765
Приморский,муниципальный округ Озеро Долгое,203.0,58,1825,0,,43763
Приморский,муниципальный округ Озеро Долгое,203.0,58,1826,0,,43764
Приморский,муниципальный округ Озеро Долгое,203.0,58,1827,0,,43767
Приморский,муниципальный округ Озеро Долгое,203.0,58,1828,0,,43768
Приморский,муниципальный округ Озеро Долгое,203.0,58,1829,0,,43766
Приморский,муниципальный округ Озеро Долгое,203.0,58,1830,0,,43736
Приморский,муниципальный округ Озеро Долгое,203.0,58,1831,0,,43735
Приморский,муниципальный округ Озеро Долгое,204.0,58,1832,0,,43738
Приморский,муниципальный округ Озеро Долгое,203.0,58,1833,0,,43685
Приморский,муниципальный округ Озеро Долгое,205.0,58,1834,0,,43739
Приморский,муниципальный округ Озеро Долгое,204.0,58,1835,0,,43683
Приморский,муниципальный округ Озеро Долгое,204.0,58,1836,0,,43684
Приморский,муниципальный округ Озеро Долгое,204.0,58,1837,0,,43682
Приморский,муниципальный округ Озеро Долгое,204.0,58,1838,0,,43652
Приморский,муниципальный округ Озеро Долгое,204.0,58,1839,0,,43651
Приморский,муниципальный округ Озеро Долгое,204.0,58,1840,0,,43654
Приморский,муниципальный округ Озеро Долгое,205.0,58,1841,0,,43743
Приморский,муниципальный округ Озеро Долгое,205.0,58,1842,0,,43742
Приморский,муниципальный округ Озеро Долгое,205.0,58,1843,0,,43747
Приморский,муниципальный округ Озеро Долгое,205.0,58,1844,0,,43746
Пушкинский,город Пушкин,1.0,20,1949,0,,43872
Пушкинский,город Пушкин,1.0,20,1950,0,,43388
Пушкинский,город Пушкин,1.0,20,1951,0,,43389
Пушкинский,город Пушкин,1.0,20,1952,0,,43390
Пушкинский,город Пушкин,1.0,20,1953,0,,43391
Пушкинский,город Пушкин,1.0,20,1954,0,,43392
Пушкинский,город Пушкин,1.0,20,1955,0,,43393
Пушкинский,город Пушкин,1.0,20,1956,0,,43886
Пушкинский,город Пушкин,2.0,20,1957,0,,43394
Пушкинский,город Пушкин,2.0,20,1958,0,,43395
Пушкинский,город Пушкин,2.0,20,1959,0,,43396
Пушкинский,город Пушкин,2.0,20,1960,0,,43862
Пушкинский,город Пушкин,2.0,20,1961,0,,43863
Пушкинский,город Пушкин,2.0,20,1962,0,,43864
Пушкинский,город Пушкин,2.0,20,1963,0,,43865
Пушкинский,город Пушкин,3.0,20,1964,0,,43866
Пушкинский,город Пушкин,3.0,20,1965,0,,43871
Пушкинский,город Пушкин,3.0,20,1966,0,,43887
Пушкинский,город Пушкин,3.0,20,1967,0,,43867
Пушкинский,город Пушкин,3.0,20,1968,0,,43868
Пушкинский,город Пушкин,3.0,20,1969,0,,43869
Пушкинский,город Пушкин,3.0,20,1970,0,,43870
Пушкинский,город Пушкин,3.0,20,1971,0,,43873
Пушкинский,город Пушкин,3.0,20,1972,0,,43874
Пушкинский,город Пушкин,4.0,20,1973,0,,43875
Пушкинский,город Пушкин,4.0,20,1974,0,,43876
Пушкинский,город Пушкин,4.0,20,1975,0,,43877
Пушкинский,город Пушкин,4.0,20,1976,0,,43878
Пушкинский,город Пушкин,4.0,20,1977,0,,52289
Пушкинский,город Пушкин,4.0,20,1978,0,,43880
Пушкинский,город Пушкин,4.0,20,1979,0,,43881
Пушкинский,город Пушкин,4.0,20,1980,0,,43882
Пушкинский,город Пушкин,4.0,20,1981,0,,43884
Пушкинский,город Пушкин,4.0,20,1982,0,,43883
Пушкинский,город Пушкин,4.0,20,1983,0,,43885
Пушкинский,город Павловск,1.0,20,1984,0,,44102
Пушкинский,город Павловск,1.0,20,1985,0,второй контур УИК №1985,54501
Пушкинский,город Павловск,1.0,20,1985,0,,44103
Пушкинский,город Павловск,1.0,20,1986,0,,44104
Пушкинский,город Павловск,1.0,20,1987,0,,44105
Пушкинский,город Павловск,2.0,20,1988,0,,44106
Пушкинский,город Павловск,2.0,20,1989,0,,44107
Пушкинский,город Павловск,2.0,20,1990,0,,44108
Пушкинский,город Павловск,2.0,20,1991,0,,44109
Пушкинский,поселок Александровская,1.0,20,1992,0,,44100
Пушкинский,поселок Тярлево,1.0,20,1993,0,,44101
Пушкинский,город Пушкин,4.0,20,2010,0,,43879
Пушкинский,поселок Шушары,1.0,59,1994,0,,44110
Пушкинский,поселок Шушары,1.0,59,1995,0,,44111
Пушкинский,поселок Шушары,1.0,59,1996,0,,44112
Пушкинский,поселок Шушары,2.0,59,1997,0,,44115
Пушкинский,поселок Шушары,2.0,59,1998,0,,54521
Пушкинский,поселок Шушары,2.0,59,1999,0,,44114
Пушкинский,поселок Шушары,3.0,59,2000,0,,44116
Пушкинский,поселок Шушары,3.0,59,2001,0,,44117
Пушкинский,поселок Шушары,3.0,59,2002,0,,44118
Пушкинский,поселок Шушары,3.0,59,2003,0,,44119
Пушкинский,поселок Шушары,4.0,59,2004,0,,44121
Пушкинский,поселок Шушары,4.0,59,2005,0,,44120
Пушкинский,поселок Шушары,4.0,59,2006,0,,44122
Пушкинский,поселок Шушары,5.0,59,2007,0,,44123
Пушкинский,поселок Шушары,5.0,59,2008,0,,44124
Пушкинский,поселок Шушары,5.0,59,2009,0,,44125
Пушкинский,поселок Шушары,3.0,59,2011,0,,52290
Пушкинский,поселок Шушары,3.0,59,2012,0,,52291
Пушкинский,поселок Шушары,3.0,59,2013,0,,52292
Пушкинский,поселок Шушары,3.0,59,2014,0,,52293
Пушкинский,поселок Шушары,4.0,59,2015,0,,52294
Пушкинский,поселок Шушары,3.0,59,2016,0,,54510
Пушкинский,поселок Шушары,3.0,59,2017,0,,54511
Пушкинский,поселок Шушары,3.0,59,2018,0,,54512
Пушкинский,поселок Шушары,3.0,59,2019,0,,54513
Пушкинский,поселок Шушары,2.0,59,2020,0,,44113
Пушкинский,муниципальный округ Коломна,1.0,59,2021,0,новый 2018,54681
Пушкинский,муниципальный округ Коломна,1.0,59,2022,0,новый 2019,54744
Фрунзенский,муниципальный округ №72,212.0,23,2055,0,,43326
Фрунзенский,муниципальный округ №72,212.0,23,2056,0,,43327
Фрунзенский,муниципальный округ №72,212.0,23,2057,0,,43328
Фрунзенский,муниципальный округ №72,212.0,23,2058,0,,43329
Фрунзенский,муниципальный округ №72,212.0,23,2059,0,,43330
Фрунзенский,муниципальный округ №72,212.0,23,2060,0,,43331
Фрунзенский,муниципальный округ №72,212.0,23,2061,0,,43332
Фрунзенский,муниципальный округ №72,213.0,23,2062,0,,43367
Фрунзенский,муниципальный округ №72,213.0,23,2063,0,,43366
Фрунзенский,муниципальный округ №72,213.0,23,2064,0,,43364
Фрунзенский,муниципальный округ №72,213.0,23,2065,0,,43365
Фрунзенский,муниципальный округ №72,213.0,23,2066,0,,43362
Фрунзенский,муниципальный округ №72,213.0,23,2067,0,,43363
Фрунзенский,муниципальный округ №72,214.0,23,2068,0,,43361
Фрунзенский,муниципальный округ №72,214.0,23,2069,0,,43359
Фрунзенский,муниципальный округ №72,214.0,23,2070,0,,43360
Фрунзенский,муниципальный округ №72,214.0,23,2071,0,,43341
Фрунзенский,муниципальный округ №72,214.0,23,2072,0,,43342
Фрунзенский,муниципальный округ №72,214.0,23,2073,0,,43339
Фрунзенский,муниципальный округ №72,214.0,23,2074,0,,43340
Фрунзенский,муниципальный округ №72,215.0,23,2075,0,,43333
Фрунзенский,муниципальный округ №72,215.0,23,2076,0,,43334
Фрунзенский,муниципальный округ №72,215.0,23,2077,0,,43337
Фрунзенский,муниципальный округ №72,215.0,23,2078,0,,43338
Фрунзенский,муниципальный округ №72,215.0,23,2079,0,,43335
Фрунзенский,муниципальный округ №72,215.0,23,2080,0,,43336
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2104,0,,43425
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2105,0,,43470
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2106,0,,43471
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2107,0,,43457
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2108,0,,43472
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2109,0,,43474
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2110,0,,43475
Фрунзенский,муниципальный округ Георгиевский,220.0,29,2111,0,,43473
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2112,0,,43423
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2113,0,,43424
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2114,0,,43430
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2115,0,,43431
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2116,0,,43459
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2117,0,,43458
Фрунзенский,муниципальный округ Георгиевский,221.0,29,2118,0,,43460
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2119,0,,43461
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2120,0,,43462
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2121,0,,43464
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2122,0,,43463
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2123,0,,43476
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2124,0,,43477
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2125,0,,43478
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2126,0,,43465
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2127,0,,43468
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2128,0,,43469
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2129,0,,43479
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2130,0,,43480
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2131,0,,43466
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2132,0,,43467
Фрунзенский,муниципальный округ Георгиевский,223.0,29,2133,0,,43481
Фрунзенский,муниципальный округ Георгиевский,222.0,29,2175,0,,54520
Фрунзенский,муниципальный округ Волковское,208.0,60,2035,0,,43255
Фрунзенский,муниципальный округ Волковское,208.0,60,2036,0,,43256
Фрунзенский,муниципальный округ Волковское,208.0,60,2037,0,,43258
Фрунзенский,муниципальный округ Волковское,208.0,60,2038,0,,43257
Фрунзенский,муниципальный округ Волковское,208.0,60,2039,0,,43309
Фрунзенский,муниципальный округ Волковское,209.0,60,2040,0,,43311
Фрунзенский,муниципальный округ Волковское,209.0,60,2041,0,,43312
Фрунзенский,муниципальный округ Волковское,209.0,60,2042,0,,43313
Фрунзенский,муниципальный округ Волковское,209.0,60,2043,0,,43314
Фрунзенский,муниципальный округ Волковское,209.0,60,2044,0,,43317
Фрунзенский,муниципальный округ Волковское,209.0,60,2045,0,,43316
Фрунзенский,муниципальный округ Волковское,210.0,60,2046,0,,43322
Фрунзенский,муниципальный округ Волковское,210.0,60,2047,0,,43321
Фрунзенский,муниципальный округ Волковское,210.0,60,2048,0,,43323
Фрунзенский,муниципальный округ Волковское,210.0,60,2049,0,,43324
Фрунзенский,муниципальный округ Волковское,210.0,60,2050,0,,43325
Фрунзенский,муниципальный округ Волковское,211.0,60,2051,0,,43315
Фрунзенский,муниципальный округ Волковское,211.0,60,2052,0,,43318
Фрунзенский,муниципальный округ Волковское,211.0,60,2053,0,,43320
Фрунзенский,муниципальный округ Волковское,211.0,60,2054,0,,43319
Фрунзенский,муниципальный округ Купчино,216.0,61,2081,0,,43371
Фрунзенский,муниципальный округ Купчино,216.0,61,2082,0,,43369
Фрунзенский,муниципальный округ Купчино,216.0,61,2083,0,,43370
Фрунзенский,муниципальный округ Купчино,216.0,61,2084,0,,43368
Фрунзенский,муниципальный округ Купчино,216.0,61,2085,0,,43372
Фрунзенский,муниципальный округ Купчино,217.0,61,2086,0,,43381
Фрунзенский,муниципальный округ Купчино,217.0,61,2087,0,,43380
Фрунзенский,муниципальный округ Купчино,217.0,61,2088,0,,43382
Фрунзенский,муниципальный округ Купчино,217.0,61,2089,0,,43383
Фрунзенский,муниципальный округ Купчино,217.0,61,2090,0,,43373
Фрунзенский,муниципальный округ Купчино,218.0,61,2091,0,,43384
Фрунзенский,муниципальный округ Купчино,218.0,61,2092,0,,43387
Фрунзенский,муниципальный округ Купчино,218.0,61,2093,0,,43386
Фрунзенский,муниципальный округ Купчино,218.0,61,2094,0,,43385
Фрунзенский,муниципальный округ Купчино,218.0,61,2095,0,,43379
Фрунзенский,муниципальный округ Купчино,219.0,61,2096,0,,43376
Фрунзенский,муниципальный округ Купчино,219.0,61,2097,0,,43374
Фрунзенский,муниципальный округ Купчино,219.0,61,2098,0,,43375
Фрунзенский,муниципальный округ Купчино,219.0,61,2099,0,,43378
Фрунзенский,муниципальный округ Купчино,219.0,61,2100,0,,43377
Фрунзенский,муниципальный округ №75,224.0,62,2134,0,,43485
Фрунзенский,муниципальный округ №75,224.0,62,2135,0,,43483
Фрунзенский,муниципальный округ №75,224.0,62,2136,0,,43484
Фрунзенский,муниципальный округ №75,224.0,62,2137,0,,43482
Фрунзенский,муниципальный округ №75,224.0,62,2138,0,,43487
Фрунзенский,муниципальный округ №75,224.0,62,2139,0,,43486
Фрунзенский,муниципальный округ №75,224.0,62,2140,0,,43488
Фрунзенский,муниципальный округ №75,224.0,62,2141,0,,43489
Фрунзенский,муниципальный округ №75,225.0,62,2142,0,,43490
Фрунзенский,муниципальный округ №75,225.0,62,2143,0,,43491
Фрунзенский,муниципальный округ №75,225.0,62,2144,0,,43492
Фрунзенский,муниципальный округ №75,225.0,62,2145,0,,43493
Фрунзенский,муниципальный округ №75,225.0,62,2146,0,,43509
Фрунзенский,муниципальный округ №75,225.0,62,2147,0,,43510
Фрунзенский,муниципальный округ №75,225.0,62,2148,0,,43534
Фрунзенский,муниципальный округ №75,225.0,62,2149,0,,43535
Фрунзенский,муниципальный округ Коломна,224.0,62,2176,0,новый 2019,54759
Фрунзенский,муниципальный округ №75,224.0,62,2177,0,,54519
Фрунзенский,муниципальный округ Балканский,226.0,63,2150,0,,43545
Фрунзенский,муниципальный округ Балканский,226.0,63,2151,0,,43546
Фрунзенский,муниципальный округ Балканский,226.0,63,2152,0,,43555
Фрунзенский,муниципальный округ Балканский,226.0,63,2153,0,,43556
Фрунзенский,муниципальный округ Балканский,226.0,63,2154,0,,43559
Фрунзенский,муниципальный округ Балканский,226.0,63,2155,0,,43588
Фрунзенский,муниципальный округ Балканский,227.0,63,2156,0,,43542
Фрунзенский,муниципальный округ Балканский,227.0,63,2157,0,,43544
Фрунзенский,муниципальный округ Балканский,227.0,63,2158,0,,43543
Фрунзенский,муниципальный округ Балканский,227.0,63,2159,0,,43548
Фрунзенский,муниципальный округ Балканский,227.0,63,2160,0,,43547
Фрунзенский,муниципальный округ Балканский,227.0,63,2161,0,,43549
Фрунзенский,муниципальный округ Балканский,228.0,63,2162,0,,43536
Фрунзенский,муниципальный округ Балканский,228.0,63,2163,0,,43538
Фрунзенский,муниципальный округ Балканский,228.0,63,2164,0,,43537
Фрунзенский,муниципальный округ Балканский,228.0,63,2165,0,,43539
Фрунзенский,муниципальный округ Балканский,228.0,63,2166,0,,43541
Фрунзенский,муниципальный округ Балканский,228.0,63,2167,0,,43540
Фрунзенский,муниципальный округ Балканский,229.0,63,2168,0,,43589
Фрунзенский,муниципальный округ Балканский,229.0,63,2169,0,,43590
Фрунзенский,муниципальный округ Балканский,229.0,63,2170,0,,43552
Фрунзенский,муниципальный округ Балканский,229.0,63,2171,0,,43551
Фрунзенский,муниципальный округ Балканский,229.0,63,2172,0,,43550
Фрунзенский,муниципальный округ Балканский,229.0,63,2173,0,,43554
Фрунзенский,муниципальный округ Балканский,229.0,63,2174,0,,43553
Центральный,муниципальный округ Дворцовый округ,230.0,16,2180,0,,44033
Центральный,муниципальный округ Дворцовый округ,230.0,16,2181,0,,44034
Центральный,муниципальный округ Дворцовый округ,231.0,16,2182,0,,44035
Центральный,муниципальный округ Дворцовый округ,231.0,16,2183,0,,44036
Центральный,муниципальный округ Литейный округ,234.0,16,2184,0,,44041
Центральный,муниципальный округ Литейный округ,234.0,16,2185,0,,44042
Центральный,муниципальный округ Литейный округ,234.0,16,2186,0,,44043
Центральный,муниципальный округ Литейный округ,234.0,16,2187,0,,44044
Центральный,муниципальный округ Литейный округ,235.0,16,2188,0,,44049
Центральный,муниципальный округ Литейный округ,235.0,16,2189,0,,44048
Центральный,муниципальный округ Литейный округ,235.0,16,2190,0,,44046
Центральный,муниципальный округ Литейный округ,235.0,16,2191,0,,44050
Центральный,муниципальный округ Литейный округ,235.0,16,2192,0,,44047
Центральный,муниципальный округ Литейный округ,236.0,16,2193,0,,44045
Центральный,муниципальный округ Литейный округ,236.0,16,2194,0,,44053
Центральный,муниципальный округ Литейный округ,236.0,16,2195,0,,44052
Центральный,муниципальный округ Литейный округ,236.0,16,2196,0,,44054
Центральный,муниципальный округ Литейный округ,237.0,16,2197,0,,44051
Центральный,муниципальный округ Литейный округ,237.0,16,2198,0,,44056
Центральный,муниципальный округ Литейный округ,237.0,16,2199,0,,44055
Центральный,муниципальный округ Литейный округ,237.0,16,2200,0,,44057
Центральный,муниципальный округ Литейный округ,237.0,16,2201,0,,44058
Центральный,муниципальный округ №78,232.0,16,2202,0,,44037
Центральный,муниципальный округ №78,232.0,16,2203,0,,44040
Центральный,муниципальный округ №78,233.0,16,2204,0,,44038
